,year,life_exp,population,pm
586,1998,52.523,1655699.0,15.79
587,1999,51.694,1691558.0,14.16
588,2000,51.011,1726985.0,12.94
589,2001,50.676,1761930.0,15.45
590,2002,50.632,1795130.0,13.72
591,2003,50.947,1826863.0,15.82
592,2004,51.617,1859085.0,13.46
593,2005,52.61,1892807.0,15.6
594,2006,53.918,1928704.0,12.67
595,2007,55.732,1966977.0,14.53
596,2008,57.121,2007320.0,14.98
597,2009,58.279,2048997.0,14.52
598,2010,60.013,2091664.0,18.040001
599,2011,60.53,2134037.0,12.79
600,2012,60.8,2175425.0,14.48
601,2013,61.996,2217278.0,14.23
602,2014,62.608,2260376.0,11.85
603,2015,63.818,2305171.0,15.07
604,2016,65.464,2352416.0,13.92
605,2017,66.753,2401840.0,13.1
606,2018,65.422,2451409.0,14.02
