year,life_exp,population,pm
1998,68.3748780487805,50144500.0,19.33
1999,67.9809756097561,49674000.0,18.93
2000,67.6756097560976,49176500.0,17.68
2001,67.8370731707317,48662400.0,19.059999
2002,68.2756097560976,48202470.0,20.200001
2003,68.2107317073171,47812949.0,17.860001
2004,68.1853658536585,47451626.0,17.299999
2005,67.9568292682927,47105171.0,17.959999
2006,68.0775609756098,46787786.0,18.67
2007,68.2221951219512,46509355.0,16.08
2008,68.2514634146342,46258189.0,16.34
2009,69.19,46053331.0,17.77
2010,70.2653658536586,45870741.0,16.219999
2011,70.8092682926829,45706086.0,17.82
2012,70.9441463414634,45593342.0,17.280001
2013,71.159512195122,45489648.0,17.02
2014,71.1865853658537,45272155.0,16.309999
2015,71.189512195122,45154036.0,15.72
2016,71.4763414634146,45004673.0,15.47
2017,71.7809756097561,44831135.0,16.450001
2018,71.5826829268293,44622518.0,14.74
